SUBJECT,COURSE_NUMBER,NAME,UNIT_COUNT
ESP,161,Environmental Law,4 units
ESP,162,Environmental Policy,4 units
ESP,165,Climate Policy,3 units
ESP,166,Ocean & Coastal Policy,3 units
ESP,167,Energy Policy,4 units
ESP,169,Water Policy & Politics,3 units
ESP,170,Conservation Biology Policy,4 units
ESP,171,Urban & Regional Planning,4 units
ESP,172,Public Lands Management,4 units
ESP,173,Land Use & Growth Controls,4 units
ESP,175,Natural Resource Economics,4 units
ESP,178,Applied Research Methods,4 units
ESP,179,Environmental Impact Assessment,4 units
ESP,192,Internship,1-12 units
ESP,198,Directed Group Study,1-5 units
ESP,212A,Environmental Policy Process,4 units
ESP,212B,Environmental Policy Evaluation,4 units
ESP,220,Tropical Ecology,3 units
ESP,228,Advanced Simulation Modeling,3 units
ESP,298,Directed Group Study,1-5 units
ESP,299,Research,1-12 units
ETX,020,Introduction to Forensic Science,3 units
ETX,030,Chemical & Drug Use & Abuse,3 units
ETX,092,Internship,1-12 units
ETX,098,Directed Group Study,1-5 units
ETX,099,Special Study for Undergraduates,1-5 units
ETX,102A,Environmental Fate of Toxicants,4 units
ETX,103A,Biological Effects of Toxicants,4 units
ETX,111,Introduction to Mass Spectrometry,3 units
ETX,120,Perspectives in Aquatic Toxicology,4 units
ETX,128,Food Toxicology,3 units
ETX,140,Genes & the Environment,3 units
ETX,146,Exposure & Dose Assessment,3 units
ETX,180,Chemistry & Toxicology of Metals,4 units
ETX,190,Seminar,1 unit
ETX,190C,Research Group Conference,1 unit
ETX,192,Internship,1-12 units
ETX,194HA,Honors Research,3 units
ETX,194HB,Honors Research,3 units
ETX,194HC,Honors Research,3 units
ETX,198,Directed Group Study,1-5 units
ETX,203,Environmental Toxicants,4 units
ETX,214,Mechanisms of Toxic Action,3 units
ETX,220,Analysis of Toxicants,3 units
ETX,220L,Analysis of Toxicants Laboratory,2 units
ETX,234,Current Topics in Neurotoxicology,3 units
ETX,240,Ecotoxicology,3 units
ETX,250,Reproductive Toxicology,3 units
ETX,260,Immunotoxicology,3 units
ETX,270,Toxicology of Pesticides,3 units
ETX,278,Molecular Techniques,3 units
ETX,280,Forensic DNA Analysis,3 units
ETX,290,Seminar,1 unit
ETX,290C,Advanced Research Conference,1 unit
ETX,298,Group Study,1-5 units
ETX,299,Research,1-12 units
EPI,205,Principles of Epidemiology,4 units
EPI,206,Epidemiologic Study Design,4 units
EPI,223,Spatial Epidemiology,3 units
EPI,224,Health & Ecological Risk Analysis,4 units
EPI,227,Meta Analysis,4 units
EPI,231,Infectious Disease Epidemiology,3 units
EPI,232,Advanced Data Analysis with SAS,3 units
EPI,240,Principles of Injury Epidemiology,3 units
EPI,242,Critical Thinking in Epidemiology,3 units
EPI,251,Environmental Epidemiology,3 units
EPI,252,Social Epidemiology,2 units
EPI,272,Cancer Epidemiology,2 units
EPI,280,Introduction to SAS Programming,3 units
EPI,290,Seminars in Epidemiology,0.5 units
EPI,298,Group Study,1-5 units
EPI,299,Research,1-12 units
EVE,002,Biodiversity,3 units
EVE,010,Evolution for Non-Biologists,3 units
EVE,011,Principles of Ecology,4 units
EVE,012,Life in the Sea,3 units
EVE,013,Sex in the Natural World,3 units
EVE,020,Darwinian Medicine,3 units
EVE,092,Internship,1-12 units
EVE,098,Directed Group Study,1-5 units
EVE,100,Introduction to Evolution,4 units
EVE,101,Introduction to Ecology,4 units
EVE,102,Population & Quantitative Genetics,4 units
EVE,104,Community Ecology,4 units
EVE,106,Mechanical Design in Organisms,3 units
EVE,107,Animal Communication,4 units
EVE,109,Molecular Ecology,4 units
EVE,110,Running, Swimming & Flying,3 units
EVE,111,Marine Environmental Issues,1 unit
EVE,112,Biology of Invertebrates,3 units
EVE,114,Experimental Invertebrate Biology,3 units
EVE,115,Marine Ecology,4 units
EVE,117,Plant Ecology,4 units
EVE,120,Global Change Ecology,3 units
EVE,138,Ecology of Tropical Latitudes,5 units
EVE,140,Paleobotany,4 units
EVE,141,Principles of Systematics,3 units
EVE,147,Biogeography,4 units
EVE,149,Evolution of Ecological Systems,4 units
EVE,150,Evolution of Animal Development,3 units
EVE,175,Computational Genetics,3 units
EVE,189,Introduction to Biological Research,1 unit
EVE,190,Undergraduate Seminar,2 units
EVE,192,Internship,1-12 units
EVE,194HA,Research Honors,2 units
EVE,194HB,Research Honors,2 units
EVE,194HC,Research Honors,2 units
EVE,198,Directed Group Study,1-5 units
EVE,210,Molecular Phylogenetic Analysis,3 units
EVE,211,Applied Phylogenetics,3 units
EVE,220,Species & Speciation,3 units
EVE,290C,Research Conference,1 unit
EVE,298,Group Study,1-5 units
EVE,299,Research,1-12 units
EVE,390,Methods of Teaching,2 units
EXB,090C,Research Conference,1 unit
EXB,090X,Lower Division Seminar,1-2 units
EXB,092,Exercise Biology Internship,1-5 units
EXB,097T,Tutoring in Exercise Biology,1-5 units
EXB,098,Directed Group Study,1-5 units
EXB,099,Special Study for Undergraduates,1-5 units
EXB,101,Exercise Physiology,4 units
EXB,104L,Exercise Biology Laboratory,3 units
EXB,106,Human Gross Anatomy,4 units
EXB,106L,Human Gross Anatomy Laboratory,3 units
EXB,110,Exercise Metabolism,3 units
EXB,112,Clinical Exercise Physiology,4 units
EXB,115,Biomechanical Bases of Movement,3 units
EXB,121,Advanced Sport Psychology,3 units
EXB,148L,Adult Fitness Testing Laboratory,1 unit
EXB,179,Frontiers in Exercise Biology,3 units
EXB,190C,Research Conference,1 unit
EXB,192,Exercise Biology Internship,1-12 units
EXB,194H,Research Honors,2 units
EXB,197T,Tutoring in Exercise Biology,1-5 units
EXB,198,Directed Group Study,1-5 units
FAP,092C,Primary Care Clinic,2 units
FAP,192C,Primary Care Clinics,1-2 units
FAP,405,The Healer's Art,1 unit
FAP,430,Family Medicine Clerkship,3-12 units
FAP,431A,Primary Care Continuity Clinic,1 unit
FAP,431B,Primary Care Continuity Clinic,1 unit
FAP,431C,Primary Care Continuity Clinic,1 unit
FAP,431D,Primary Care Continuity Clinic,1 unit
FAP,431KA,ACE-PC Continuity Clinic,6 units
FAP,431KB,ACE-PC Continuity Clinic,0.5 units
FAP,431KC,ACE-PC Continuity Clinic,0.5 units
FAP,431KD,ACE-PC Continuity Clinic,0.5 units
FAP,460,Geriatrics in Community Health,3-6 units
FAP,468,International Preceptorship,3-12 units
FAP,493,Aging & Health,6 units
FAP,495,LGBTIQQA Healthcare Lecture Series,1 unit
FAP,498,Directed Group Study,1-5 units
FAP,499,Research,1-12 units
FPS,150,Polymer Syntheses & Reactions,3 units
FPS,161,Structure & Properties of Fibers,3 units
FPS,198,Directed Group Study,1-5 units
FPS,299,Research,1-12 units
FMS,090X,Lower Division Seminar,4 units
FMS,120,Italian-American Cinema,4 units
FMS,121,New Italian Cinema,4 units
FMS,121S,New Italian Cinema,4 units
FMS,127,Film Theory,4 units
FMS,129,Russian Film,4 units
FMS,142,New German Cinema,4 units
FMS,176A,Classic Weimar Cinema,4 units
FMS,176B,Postwar German Cinema,4 units
FMS,190X,Upper Division Seminar,4 units
FAH,098,Directed Group Study,1-4 units
FAH,198,Directed Group Study,1-4 units
FST,001,Principles of Food Science,3 units
FST,003,Introduction to Brewing & Beer,3 units
FST,003V,Introduction to Brewing & Beer,3 units
FST,010,Food Science, Folklore & Health,3 units
FST,050,Introduction to Food Preservation,3 units
FST,055,Food in American Culture,4 units
FST,099,Special Study for Undergraduates,1-5 units
FST,100A,Food Chemistry,4 units
FST,100B,Food Properties,4 units
FST,100C,Food Physical Chemistry,4 units
FST,101A,Food Chemistry Laboratory,3 units
FST,101B,Food Properties Laboratory,2 units
FST,102A,Malting & Brewing Science,4 units
FST,102B,Practical Malting & Brewing,4 units
FST,104,Food Microbiology,3 units
FST,104L,Food Microbiology Laboratory,4 units
FST,107,Food Sensory Science,4 units
FST,110,Food Processing,4 units
FST,110L,Food Processing Laboratory,2 units
FST,113,Food Law & Regulations,3 units
FST,114,Fermented Foods,4 units
FST,123,Introduction to Enzymology,3 units
FST,123L,Enzymology Laboratory,2 units
FST,127,Sensory Evaluation of Foods,4 units
FST,128,Food Toxicology,3 units
FST,131,Food Packaging,4 units
FST,151Y,Food Freezing,1 unit
FST,159,New Food Product Ideas,3 units
FST,160,Food Product Development,4 units
FST,190,Senior Seminar,1 unit
FST,198,Directed Group Study,1-5 units
FST,201,Food Chemistry & Biochemistry,4 units
FST,202,Physical Chemistry of Foods,4 units
FST,203,Food Processing,4 units
FST,204,Advanced Food Microbiology,4 units
FST,205,Industrial Microbiology,3 units
FST,211,Lipids: Chemistry & Nutrition,3 units
FST,217,Advanced Food Sensory Science,3 units
FST,228,Sustainable Food Systems,3 units
FST,230,Food & Gut Microbiota,4 units
FST,259,Design Thinking of Food,4 units
FST,290,Seminar,1 unit
FST,290C,Advanced Research Conference,1 unit
FST,291,Advanced Food Science Seminar,1 unit
FST,298,Group Study,1-5 units
FST,299,Research,1-12 units
FSM,192,Internship,1-12 units
FSM,198,Directed Group Study,1-5 units
FOR,201A,Forensic Science Fundamentals-A,3 units
FOR,201B,Forensic Science Fundamentals-B,3 units
FOR,201C,Forensic Science Fundamentals-C,3 units
FOR,208,Forensic Toxicology,3 units
FOR,209,Forensic Alcohol,3 units
FOR,215,Forensic Fire & Arson Investigation,3 units
FOR,220,Analysis of Toxicants,3 units
FOR,268,Statistics in Forensic Science,3 units
FOR,276,Population Genetics,3 units
FOR,278,Molecular Techniques,3 units
FOR,280,Forensic DNA Analysis,3 units
FOR,283,Forensic Biology,3 units
FOR,289,Survey in Forensic Science,3 units
FOR,290,Seminar in Forensic Science,1 unit
FOR,298,Group Study in Forensic Science,1-5 units
FOR,299,Research in Forensic Science,1-12 units
FRE,001,Elementary French,5 units
FRE,002,Elementary French,5 units
FRE,003,Elementary French,5 units
FRE,021,Intermediate French,5 units
FRE,022,Intermediate French,5 units
FRE,023,Intermediate French,5 units
FRE,050,French Film,4 units
FRE,053,French as a World Language,4 units
FRE,098,Directed Group Study,1-5 units
FRE,099,Special Study for Undergraduates,1-5 units
FRE,100,Composition in French,4 units
FRE,101,Introduction to French Poetry,4 units
FRE,102,Introduction to French Drama,4 units
FRE,103,Introduction to French Prose,4 units
FRE,105,Advanced French Grammar,4 units
FRE,107,The Making of Modern France,4 units
FRE,107A,Pre- & Early-Modern France,4 units
FRE,107B,The Making of Modern France,4 units
FRE,108,Modern French Culture,4 units
FRE,109,French Phonetics,4 units
FRE,110,Stylistics & Creative Composition,4 units
FRE,116,The French Renaissance,4 units
FRE,117A,Baroque & Preclassicism,4 units
FRE,117B,The Classical Moment,4 units
FRE,118A,Age of Reason & Revolution,4 units
FRE,119A,The Romantic Imaginary,4 units
FRE,119B,Realism, History & the Novel,4 units
FRE,119C,From Baudelaire to Surrealism,4 units
FRE,120,Modern French Thought,4 units
FRE,121,20th-Century French Novel,4 units
FRE,122,French & Francophone Film,4 units
FRE,125,French Literature & Other Arts,4 units
FRE,128,Topics in French Culture,4 units
FRE,140,Study of a Major Writer,4 units
FRE,141,Selected Topics in French Literature,4 units
FRE,162,History of the French Language,4 units
FRE,192,Internship,1-12 units
FRE,194H,Special Study for Honors Students,4 units
FRE,195H,Honors Thesis,4 units
FRE,197T,Tutoring in French,1-5 units
FRE,197TC,Tutoring in the Community,1-5 units
FRE,198,Directed Group Study,1-5 units
FRE,198S,Directed Group Study,1-5 units
FRE,201,History of French,4 units
FRE,202,Topics in French Civilization,4 units
FRE,204,Topics in Medieval Literature,4 units
FRE,206A,17th-Century Literature: Theater,4 units
FRE,206B,17th-Century Literature: Prose,4 units
FRE,206C,17th-Century Literature: Poetry,4 units
FRE,207B,18th-Century Literature: Novel,4 units
FRE,208A,19th-Century Literature: Fiction,4 units
FRE,208B,19th-Century Literature: Poetry,4 units
FRE,209A,20th-Century: Prose,4 units
FRE,209B,20th-Century: Theater,4 units
FRE,209C,20th-Century: Poetry,4 units
FRE,210,Studies in Narrative Fiction,4 units
FRE,211,Studies in Criticism,4 units
FRE,212,Studies in Theater,4 units
FRE,213,Studies in Poetry,4 units
FRE,214,Study of a Literary Movement,4 units
FRE,224,Francophone Literatures,4 units
FRE,250A,French Linguistics I,4 units
FRE,250B,French Linguistics II,4 units
FRE,297,Individual Study,1-5 units
FRE,298,Group Study,1-5 units
FRE,299,Research,1-12 units
FRE,299D,Dissertation Research,1-12 units
FRE,390A,The Teaching of French in College,2 units
FRE,390B,The Teaching of French in College,2 units
FRS,001,First-Year Seminar,1 unit
FRS,002,First-Year Seminar,2 units
FRS,003,First-Year Seminar,1 unit
FRS,004,First-Year Seminar,2 units
FSE,301,Developing Teaching Resources,2 units
FSE,305,Building a Teaching Portfolio,2 units
GAS,192,Internship in Gastroenterology,1-12 units
GAS,299,Research,1-12 units
GAS,480,Insights in Gastroenterology,1-3 units
GAS,499,Research,1-12 units
GSW,070,Theory & History of Sexualities,4 units
GSW,090X,First Year Seminar,2 units
GSW,098,Directed Group Study,1-5 units
GSW,102,Colonialism,4 units
GSW,103,Introduction to Feminist Theory,4 units
GSW,139,Feminist Cultural Studies,4 units
GSW,148,Science, Gender, & Social Justice,4 units
GSW,176,Autobiography, Narrative, Memoir,4 units
GSW,185,Women & Islamic Discourses,4 units
GSW,190,Senior Seminar,4 units
GSW,198,Directed Group Study,1-5 units
GSW,200A,Current Issues in Feminist Theory,4 units
GSW,299D,Dissertation Research & Writing,4 units
GMD,192,Internship in General Medicine,1-12 units
GMD,460,General Medicine Consults,1-18 units
GMD,470,Health Care Ethics,3-9 units
GMD,485,Introduction to Health Care Ethics,1 unit
GMD,499,General Medicine Research,1-18 units
GGG,201A,Advanced Genetic Analysis,5 units
GGG,201B,Genomics,5 units
GGG,205,Molecular Genetics Laboratory,5 units
GGG,225,Gene & Cellular Therapies,3 units
GGG,280,Genetics, Racism, & Inequality,2 units
GGG,291,Seminar in History of Genetics,2 units
GGG,292,Seminar in Genomics & Epigenomics,1 unit
GGG,293,Seminar in Animal Genetics,1-3 units
GGG,294,Seminar in Human Genetics,1 unit
GGG,295,Seminar in Molecular Genetics,1-3 units
GGG,297,Seminar in Plant Genetics,1-3 units
GGG,298,Group Study,1-5 units
GGG,299,Research,1-12 units
GGG,300,Methods in Teaching Genetics,1-3 units
GEO,200A,Research Trends in Geography,1 unit
GEO,200AN,Geographical Concepts,4 units
GEO,200BN,Theory & Practice of Geography,4 units
GEO,200CN,Quantitative Geography,4 units
GEO,210,Topics in Biogeography,3 units
GEO,212,Water Resource Management,4 units
GEO,214,Seminar in Geographical Ecology,2 units
GEO,220,Topics in Human Geography,4 units
GEO,233,Urban Planning & Design,4 units
GEO,236,Transportation Planning & Policy,4 units
GEO,240,Community Development Theory,4 units
GEO,260,Global Political Ecology,4 units
GEO,280,Field Studies in Geography,3 units
GEO,281,Transportation Survey Methods,4 units
GEO,290,Seminar in Geography,1-3 units
GEO,291,Seminar in Cultural Geography,4 units
GEO,293,Graduate Internship,1-12 units
GEO,295,Seminar in Urban Geography,4 units
GEO,297,Graduate Group in Geography,2 units
GEO,298,Group Study,1-5 units
GEO,299,Research,1-12 units
GEO,299D,Individual Study,1-12 units
GEL,001,The Earth,4 units
GEL,002,Earth System Science,3 units
GEL,002G,Earth System Science Discussion,1 unit
GEL,003,History of Life,3 units
GEL,003G,History of Life: Discussion,1 unit
GEL,003L,History of Life Laboratory,1 unit
GEL,004,Evolution: Science & World View,3 units
GEL,005,Mass Extinctions: Past & Future,2 units
GEL,009,Geology Field Experience,1 unit
GEL,016,The Oceans,3 units
GEL,016G,The Oceans: Discussion,2 units
GEL,016V,The Oceans,3 units
GEL,017,Earthquakes & Other Earth Hazards,2 units
GEL,018,Energy & the Environment,3 units
GEL,018V,Energy & the Environment,3 units
GEL,020,Geology of California,2 units
GEL,025,Geology of National Parks,3 units
GEL,025V,Geology of National Parks,3 units
GEL,028,Astrobiology,3 units
GEL,030,Fractals, Chaos & Complexity,3 units
GEL,032,Volcanoes,3 units
GEL,035,Rivers,3 units
GEL,036,The Solar System,4 units
GEL,050,Physical Geology,3 units
GEL,050L,Physical Geology Laboratory,2 units
GEL,053,Introduction to Geobiology,3 units
GEL,055,Introduction to Geochemistry,3 units
GEL,056,Introduction to Geophysics,4 units
GEL,060,Earth Materials: Introduction,4 units
GEL,062,Optical Mineralogy,2 units
GEL,081,Learning in Science & Mathematics,2 units
GEL,092,Internship,1-12 units
GEL,098,Directed Group Study,1-5 units
GEL,099,Special Study for Undergraduates,1-5 units
GEL,101,Structural Geology,3 units
GEL,101L,Structural Geology Lab,2 units
GEL,103,Field Geology,4 units
GEL,105,Earth Materials: Igneous Rocks,4 units
GEL,107,Earth History: Paleobiology,3 units
GEL,108,Earth History: Paleoclimates,3 units
GEL,109,Earth History: Sediments & Strata,3 units
GEL,115,Earth Science, History, & People,4 units
GEL,116N,Oceanography,3 units
GEL,120,Origins: From the Big Bang to Today,3 units
GEL,130,Non-Renewable Natural Resources,3 units
GEL,133,Environmental Geochemistry,3 units
GEL,138,Introductory Volcanology,4 units
GEL,141,Evolutionary History of Vertebrates,3 units
GEL,142,Basin Analysis,3 units
GEL,143,Advanced Igneous Petrology,5 units
GEL,144,Historical Ecology,3 units
GEL,145,Advanced Metamorphic Petrology,5 units
GEL,147,Geology of Ore Deposits,4 units
GEL,149,Geothermal Systems,3 units
GEL,150B,Geological Oceanography,3 units
GEL,150C,Biological Oceanography,4 units
